영화명,평점,리뷰
범죄도시2,10,ㅋㅋ 진짜 재밌게봤어여
수퍼 소닉2,7,어린이용으로 정말 잘만들었다.성인을 대상으로 만든 영화가 아니다. 짐캐리의 연기와 캐릭터들의 표정연기가 좋았다. 영상미가 좋다. B급 유머와 유치한것들이 왜이리 좋은지 모르겠다. 소닉이라는 영화에 잘어울리는거같다.
범죄도시2,10,연기가 미쳤어요. 오랜만에 재밌게 본 영화네요.
아메리칸 갱스터,10,"리들리 스콧 진짜 대단하다. 어떻게 3시간을 어색함없이 몰입하게 할 수 있지. 적절한 장면과 전개, 뭐하나 빠지는게 없음. 추리를 놓지지 않게 자세하고 친절하고 간단하게 잘 설명해주는 연출이 고마움. 시대의 흐름을 놓친 왕년의 갱스터가 느끼는 허탈감을 쿨하게 표현한 마지막장면도 인상적이고. 근데 FBI까지 돈먹은건가? 군인은 못건든거지? 그럼에도 꿋꿋하게 정의로운 경찰이 있어서 사회질서가 유지됨."
범죄도시2,10,악역 남주 진짜 OO시하고 목소리랑 딕션 개좋음.. 작게 말하는데 뭐라하는지 다 들려ㅠㅠㅠㅠ 사랑해ㅠㅜㅜㅜ
범죄도시2,10,
범죄도시2,10,
범죄도시2,10,
모비우스,10,뻔한 스토리지만 연기력과 영상미가 좋아서 잼있어요
눈부신 하루,7,보물섬에서 기타맨 노래 너무 좋았음
범죄도시2,10,
범죄도시2,10,와 정말 재밌다  범죄도시1과 전혀다르다!!!코미디적 요소가 미쳤다!!! 아직도 생각난다!!!동석이형 사랑합니다
오살,7,한국드라마 스카이캐슬OST 위올라이~~~나오기 전 내용까지가 딱임ㅋㅋㅋ 그뒤엔 통쾌 하던 내용에서 갑자기 결말이 ㅠㅠ
슬라이딩 도어즈,10,영화를 집중해서 보면 좋다  순간 순간 장면이 넘어가는데 보면서 새롭다 느낌. 영화보면서 배경음악이 흐를때 뭔가 더 감성적임.
국화꽃 향기,10,결이 참 고운 영화예요~♡
범죄도시2,10,x나 재밌다 차라리 클리셰 이딴거 없이 일단 마동석 나오면 사이다 전개 암걸리는거 하나 없이 엄청 시원했음 현실에 없을 그나마 현실적인 히어로라는 게 슬프지만 그래도 재밌었음
범죄도시2,10,재미 있어요 유쾌한부분 많네요 ! 다들 연기도 좋아요
범죄도시2,10,"손석구씨 차가운 살인 연기 섬뜩했어요 액션 , 코믹은 1편보다 더 화려하고 웃겼어요"
범죄도시2,2,"엥? 아니 이게 진짜 재밌다고? 1은 장첸이라는 캐릭터라도 있었지 2는 너무 대충 만든 느낌인데,, 영화 끝나고 나서 기억에 남는 게 아무것도 없음. 우리나라 사람들 웃을 일이 많이 없긴 한가 봐요. 이렇게 관객 기만하는 영화 보고 다 웃고,, 저도 웃음이 나긴 했습니다. 헛웃음"
야차,10,진짜 기대없이 봤는데 끝까지 봤음 후속편도 보고싶다
라라랜드,10,운명이라 믿었던 사랑도 현실에 있어 때론 아픈 꿈과 같은 추억이 되는것.. 모든건 꿈이 되었지만 인생에 꿈같은 추억을 간직할 수 있다는것도 큰 축복이다. We’re just going to have to wait and see(그냥 흘러가는대로 내버려두자)
모비우스,7,무난히 킬링타임으로 좋음 7.5정도는 된다고 봄 오히려 평점이 왜이렇게 낮고 혹평이 심하지? 라고 생각들정도로 좋은 평가가 없다는 생각이듬물론 짧은 러닝타임으로 인해 설명이 부족-> 전개가 매끄럽지 못한 점이나 뭔가 있어보이게 나와서는 별다른 인상도 주지못한 캐릭터들이 있는 등의 부족함은 많지만그냥 액션 히어로물 생각하고 깊게 생각없이 보는정도면 재밌게 볼만하다 생각함
야차,8,킬링타임으로 좋다!다만 2편을 만드실꺼면 투자 확실히 받아서 화려한 액션씬으로1편 본사람들에게 은혜를 베풀자^^(평점이 너믄 낮았기에 기대를 낮추고보니 더 좋았다.)
트라이얼 오브 더 시카고 7,10,램지 클라크에 대한 궁금증을 갖게 한 영화. 실화여서 더 의미가 깊었다.
범죄도시2,10,
닥터 스트레인지: 대혼돈의 멀티버스,6,솔직히 기대이하였다. 전작과 너무 다른 모습이라 괴리가 느껴지는 영화였고 샘 레이미는 너무 본인 스타일을 보여주려고 한거 같다.
레드 로켓,8,"영화의 분위기와 영상미 연출력 나에게는 퍼펙트,,"
매트릭스,10,절대 늙지 않는 영화가 있다면 이 영화가 아닐까..
범죄도시2,10,진짜 오랜만에 친구랑 영화보면서 재밌었음
시니어 이어,10,가볍지만은 않은 재미와 감동...아무 생각없이 봤다가 끝까지 즐기며 봤네요~
니 부모 얼굴이 보고 싶다,10,한국영화중 근래 보기 드물게 재밌는데 관객수가 너무 적네여.
범죄도시2,10,미국에마블  한국에 마블리..  액션물초ㅣ고
범죄도시2,10,"캐릭터, 유머, 서사 모두 1편과 같은 것이었지만 식상하지 않았고, 기분좋게 익숙하며 유쾌하였다. 3편, 4편 나와도 계속 재밌을것 같다."
범죄도시2,10,잔인한 장면이  많앗지만   빠르게 돌아가는 스토리 에   웃음과  액션 둘다 잡은 영화네요  완전 강추합니다!!
인랑,10,어렷을 적 차에 치여 죽을 고비를 넘기고조심히 살다가 오늘 재미 없어 죽을 뻔 했다 혼자 죽기 억울해서 10점 준다 아이돌의 나라답게 여고생이 기관총 연사에 피탄되는데춤을 추며 쓰러진다. 총 맞아 죽은 사람 못봤다고 이리 기만해도 되는거냐?
범죄도시2,10,개꿀잼 꼭 보삼 악역 존나 섹시함 마동석 OO시함 존나 웃김 누가 오야!!!! 오대오???? 누가 오야!!! 육성으로 터짐
닥터 스트레인지: 대혼돈의 멀티버스,10,마블 히어로 영화 최초로 공포스러운 분위기 신선해서 너무 좋았고 스토리도 좋았습니다 완다 비중 큰것도 괜찮았고 개인적으로 재밌었어요
범죄도시2,10,극장가서 꼭 봐야하는영화 심야로 봤는데 사람들 다같이 웃으면서 봄 ㅋㅋ 개꿀잼
사이버 지옥: N번방을 무너뜨려라,10,경악스러웠다.꼭 목숨을 잃고 피를 흘려야만 범죄가 아니다.이 다큐는 인간이 인간에게 얼마나 잔인해질 수 있느냐를 보여준다.마치 나치가 유태인에게 했던 아우슈비츠 사건.일본 식민지 시절 우리 민족이 겪었던 그 많은 사건들.그에 견주어도 밀리지 않는 21세기 최악의 사이버 범죄라 할 수 있을 듯.그리고 너무나 분노스러운 것은 이런 사건이 현실에 얼마든지 벌어질 수 있다는 진실이다.
범죄도시2,9,재밌네요. 다만 15세여서 그런지 1보단 덜 잔인한거 같았어요. 속도감은 좋습니다
스펜서,10,호불호가 심하게 갈릴거 같아요
범죄도시2,10,그냥 웃다보니 시간 가는 줄 몰랐네요.꼭 보세요.
범죄도시2,10,
닥터 스트레인지: 대혼돈의 멀티버스,9,내가 기대한것보단 마법이 좀 재미없긴 했으나 공포라는장르의 닥터스트레인지는 새로웠음
범죄도시2,9,
신비한 동물들과 덤블도어의 비밀,8,아 계속 좋았는데 너무 허무하게 끝이 나버린 느낌ㅜㅜ
강남 1970,10,유하감독이 대단한 것은박근혜정권때 이 영화를 만들었다는 것이다~
더 수어사이드 스쿼드,8,되게 병맛이네~ 했는데 그걸 노린거였군요..ㅋ
범죄도시2,9,구씨의 과거사^^마블리의 타격소리는 총소리같다. 손석구에게서 정말 사자가 느껴진다.두사람 연기 쩐다!!
닥터 스트레인지: 대혼돈의 멀티버스,2,와 생각보다 너무 유치하네요
범죄도시2,10,마동석의 액션신은 사이다
공기살인,1,진짜 연기며 연출이며 개졸작임. 실제사건이라 의미가있는영화지만 단순히 영화자체로만 놓고보면 진짜 ㅈㄴ재미없음. 특히 연기들이 대단히 발연기임.애엄마죽고 애도 오늘내일하는데 이모 아빠라는사람은 별로 슬퍼보이지도않음. 매사 싱글벙글. 사건설명할때 ㅈㄴ 신나보임 ㅋㅋ
스텔라,5,이 차가 지금도 도로에 다니는지 모르겠다ㅋ
범죄도시2,6,"그래서 1편과 달라진 게 뭘까 하는 의구심은 들지만, 킬링타임용으론 손색 없다."
마이너리티 리포트,10,와 상상력대박 존지ㅐㅁ
더 배트맨,2,ㅈㄴ 재미없네 지루해서 20분씩 끊어서봄
인터스텔라,10,
범죄도시2,10,마동석.손석구 짱 시간 가는줄 몰랐어요
스플라이스,7,09년작 치고 신선했음
스카우트,8,
범죄도시2,10,
범죄도시2,10,19금 아닌것이 이상할 정도로 19금인 1편보다 잔인하지만 재미는 엄청 있음..
범죄도시2,10,정말 시즌1보다 재밌습니다ㅋㅋㅋㄱ
두 개의 달,6,포스터가 다 말아먹은 영화
판의 미로 - 오필리아와 세 개의 열쇠,10,와  우연히  TV에서 보다가  진짜  판타지 동화인줄로만 알았는데   일반 시민들 죽이는 장면부터  어? 이거  판타지 동화인데  왜이렇게 잔인하지...하면서 보다가  명작을 만났네....
범죄도시2,10,너무재밌게봤어요ㅋㅋㅋㅋ조선족 넘 웃김
범죄도시2,10,진짜 너무 재밌게 봤어.뜻밖에 1보단 더 재냈으니 놀램. 꼭꼭꼭 영화관가서 봐야되는 영화.
범죄도시2,10,진짜 영화 너무 재밌어요.. 꼭 보셔야해여
나의 청춘은 너의 것,10,정말 영화제목처럼 청춘은 너의것 순정파 남주  멋잇음하는 행동 말 감동 영상도 예쁘고 재밋엇음 이런 영화  보고싶다 이거 또 볼거에요  귀엽고 넘 좋음
닥터 스트레인지: 대혼돈의 멀티버스,10,뭐하세요? 빨리 보러 안가구~
범죄도시2,10,동석이 오빠 너무 멋있어요 손석구 오빠도 짱
더 울프 오브 월 스트리트,9,비위 약한 분들에게는 약간 빡셀수도 있지만 제법 재밌고 연기도 넘좋고 볼만합니다.
범죄도시2,8,"마석도 캐릭터는 내가본 한국캐릭터중 차태식 다음으로 인상깊은듯. 영화 잘만들었네요. 재밌고, 액션 좋고, 연출 깔끔한. 추천함"
범죄도시2,10,1보다 더 재밌음!!!ㅋㅋ
한 솔로: 스타워즈 스토리,10,여주가 누군가 했더니 왕좌의게임 용 엄마였네
잭 리처,4,총 버리고 격투씬은 뭐고 그렇게 잔혹하고 철저했던 악당들이 마지막에 허무하게 일망타진당하나?중반까진 재밌었는데 결말은 무슨 대학생 교양 과제물 수준.
판의 미로 - 오필리아와 세 개의 열쇠,10,"왜 평점이 높은지 알 수 있음단, 시각적으로도 내용도 잔인함"
닥터 슬립,1,이걸 보느니 클래멘타인을 본다.. 딥 슬립 오짐..
범죄도시2,10,이런 액션신은 어떻게 찍나싶을정도로 너무 대단하고 배우분들의 연기에 박수를 보냅니다 진짜 여름에 딱 맞는 시원시원한 액션신! 중간중간에 코믹 많아서 더 재밋었음 ㅠ
범죄도시2,10,진짜 재밌어요 시간 가는 줄 몰랐어요!!
페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,1,달빠만 좋아할듯
명탐정 코난 : 감벽의 관,1,최악임
범죄도시2,10,범죄도시 시리즈 더 많이 나왔으면 좋겠어요오랜만에 영화관에서 웃으면서 영화봤어요코로나도 풀리고 하니까 10시반영화인데도 사람이 꽉차서 다같이 웃으면서 봤어요 ㅎㅎ마동석님 영화 다 뻔하다고 하는데 저는 그 뻔한게 좋더라고요뻔하지만 매번 다 다른 ! 재미와 통쾌함(?)을 주는 영화 ㅎㅎㅎ 조금 아쉬운점은 마지막 액션씬에서 그분이 90프로정도 두들겨 맞다가 끝난게 조금 아쉽긴한데 재미가 역대급 재미여서 시간가는줄 모르고 봤어요 ㅎㅎㅎ너무너무 재밌었어요마동석배우님 진짜 오래오래 건강하게 배우해주세요
야수,10,최고의  영화/ 지금 다시봐도  신세계에 밀리지않는 명작 느와르
범죄도시2,10,100이면99명은 잼 있다할것임천만 찍겠는데
모비우스,1,노잼임 진짜로 킬링타임도 안됨
범죄도시2,6,영화관갔는데 한 4분정도 늦었습니다 남이 제자리에 앉아있어서 얼마나 어이없던지 영화는 시작했고..요즘 영화관 관리가 참 안되네요..  여튼 영화는 재밌었으나 요즘 롯x시네마 주차비도 따로 받고 영화관비도 꽤올라서 또가긴 좀 그렇네요
데드캠핑 더라이브,6,근데 그 사냥꾼은 정체가 뭐야? 설명이 없노...낚시하고 왔다더만 총을 가지고 있네...
범죄도시2,10,속편이 잘되는 경우 많이 없는데 너무 재밌어요
프라미싱 영 우먼,1,굳이 친구가? 왜? 그럴필요가
러브 라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,1,오타쿠
평평남녀,8,이태경 배우의 발견 :) 고마워요
범죄도시2,10,정말 오랜만에 즉흥적으로 영화관간건데 너무 재밌게 봤어요.
중경삼림,10,내 인생영화중 하나..
범죄도시2,10,올해본 영화중에서 가장 재밌었습니다.마블보다 재밌게 봐서 만족감 높았네요.3편도 기대하고 있을게요.
범죄도시2,9,손석구배우님의 새로운 연기가 인상깊었다
범죄도시2,10,진짜 다 너무 좋아요연기도 너무잘하시고 ㅜㅜ두번은더봐야겠어요
걸캅스,1,1점도 아깝다. FM돼지들만의 판타지영화
범죄도시2,10,갖고있던 팝콘박스가 여러번 찌그러질만큼박진감넘치는 영화네요1편도 너무 좋았지만 2편도 군더더기 하나없이깔끔하게 재밌네요두번보세요 세번보세요 마블리는 사랑입니다
범죄도시2,8,결말은 뻔한데 오랜만에 영화 재미있게 봄1 안보고 봐도 무방할듯
모비우스,6,
범죄도시2,10,진짜 재밌다! 손석구 연기 잘하네.마동석 두말하면 잔소리고..다들 연기 너무 좋았음.또 보고싶다~
범죄도시2,10,
범죄도시2,10,이전 범죄도시1에 비해 개그 포인트도 많아지고 액션씬도 더 풍부해진 거 같아 좋았어요!! 윤계상 배우님에 이어 손석구 배우님까지 좋아하게 된 영화입니다!! 범죄물 좋아하는 저로썬 진짜 재밌어서 몇번이고 더 보고싶은 영화였습니다.
범죄도시2,10,진짜 간만에 잼나게 잘보고옴기존 형사들이랑 정이수 아저씨 최고 ㅋㅋㅋㅋ
범죄도시2,10,엄청 재밌고 정말 배우들이대단합니다 ㅠㅠ 3편도꼭 만들어주세오!! 힐링하고 왔어요 오랜만에정말 재밌는영화봣네오
스플라이스,2,초반부에는 좋았는데 성인이돠고나서 사람이 연기하고부터는 재미도 반감되고 그냥 미간넓은 대머리여자로만보여서 지루해짐
범죄도시2,10,코시국에 넘 재밌고 믿고 보는 마동석!!
범죄도시2,10,심야로 보고왔는데… 와 기대보다 더 재밌어서ㅜㅜ감동ㅜㅜ 계속 시즌으로 나와주세여ㅠㅠ 짱짱!!!
범죄도시2,10,"손석구 배우의 연기에 한번 마동석 배우의 액션 타격감에 두번 놀라는 영화, 진짜 재밌게 봤고 연출이 디테일해서 좋았어여."
범죄도시2,10,"개인적으로 1편보다 재밌게봄…시원시원한 액션 ,음향 ,위트 ,내용 뭐하나 빠지는게 없었어용!!!평점진짜 오랜만에 써보네요 ..ㅎㅎ그리고 손석구님 목소리 차분한 중저음이 개인적으로 너무 좋음ㅎㅎ!!"
범죄도시2,10,장이수 너무웃기다 ㅇㅈ?
범죄도시2,10,와 진짜 개미침 마동석 와 진짜 이빨 달달 떨면서 봄 제발 봐주세요ㅜ
범죄도시2,10,범죄도시1 보다 스토리도 재미있고  긴장감이  굿굿굿
브이 포 벤데타,10,K방역이네 완전 우리도 혁명이 필요한 시점이다.
범죄도시2,10,속이 뻥 뚫리는...아~시원해~또 보러가야지!
범죄도시2,10,그냥 미쳤다.1보단 별로겠지라는 나의 예상이 완전히 산산조각났다.
럭키,10,
범죄도시2,10,제발 봐주세요 ; 1편 생각 안남 각자의 매력뚜렷 대전잼~
범죄도시2,10,아… 꼭 극장에 가서 봐야한다… 웃고 놀라다 웃고 즐기고 왔습니다
범죄도시2,10,꿀잼꿀잼 1편보다 재밌음
화려한 휴가,10,평점이 왜 낮겠습니까? 이당시만해도 살아있으니 그빠들이 모조리 테러투입된거지ㅡㅡ젓가락들힘만있어도 타자치는데뭐ㅡㅡ
범죄도시2,10,장이수가 시즌2  캐리했다 물론 다른 캐릭터들도 훌륭했는데진짜 빛나는조연
범죄도시2,9,
범죄도시2,10,"와..진짜 범죄도시3  꼭 찍어주세요~!보통 2는 1과 비교되고 재미,스토리가 반감되는데 1이 생각안날정도로 너무 재밌게 봤습니다.연기자들 연기가 더늘었네요 최고!!!"
범죄도시2,5,2편을 보고 왜 다시 1편을 찾아보게 될까...먼가 1에 비해 전반적으로 모두 가벼워진 느낌.
범죄도시2,10,마동석 cg 인줄... 액션 수공예장인 모든 범죄자를 핸드메이드로 기물파손함 그와중에 정의감 넘치고 코믹하고 따뜻하고 영화관 나오자마자 다시 보고 싶었음. 일단 2008년인가가 배경이니까 한 50탄 제작가시죠
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,10,역시 짱구 극장판 이번 28기도 보면서 펑펑 울었네요.ㅠ 이번 극장판도 정말 짱구 극장판 다웠어요.
범죄도시2,10,동석이형님 캐스팅은 그냥 신의 한수너무 재밌어요
야차,10,8점 정도는 됩니다...
범죄도시2,10,존잼 ㅜㅜㅜ꼭영화관에서 보세요
빛과 철,10,반전을 거듭하는 명작. 시간 가는줄 모르고 봤음
범죄도시2,10,역시 시원시원하고 재밌어요ㅎㅎ
닥터 스트레인지: 대혼돈의 멀티버스,7,베토벤음표 개웃김ㅋㅋ
빛과 철,10,압도적인 몰입감. 숨쉬기 곤란했음
범죄도시2,10,석구형 연기 돌았어요 진심..
범죄도시2,10,간만에 실컷 웃고 왔음...ㅋㅋㅋㅋ 5:5
범죄도시2,10,간만에 실컷 웃고 왔음...ㅋㅋㅋㅋ 5:5
범죄도시2,10,너무 너무 행복하다...
범죄도시2,10,구씨 보고옴아구 무서워마블리님. 구씨 때리지마세용
범죄도시2,9,넘 재미있고 액션 코믹 모두 들어간 영화에요 추천영화에요
범죄도시2,10,"와....진심 재밌게 봤네요!유쾌, 상쾌, 통쾌!더더 후속편이 나왔음 합니다! ㅎ대한민국식? 히어로물.?ㅋㅋ"
범죄도시2,10,
범죄도시2,10,역시 시원시원하면서 웃음포인트가 있는 마블리표 액션영화. 갠적으로 1편보다도 더 재밌게 봤어요. 좀 잔인하긴 하지만 각종 미디어에 단련된건지 생각보다 끄떡없이 봤네요. 우리 구씨는 영화에서보니 다른 사람. 무서웠지만 섹시해보여
발신제한,2,쓰레기.쓰레기.쓰레기
판의 미로 - 오필리아와 세 개의 열쇠,2,아름다운 소녀와 괴물만 나오는 영화
범죄도시2,10,꼭보세요 너무너무 재밌었습니다
니 부모 얼굴이 보고 싶다,10,영화보면서 마음이아프고 화나고 그랬어요 실제로도 저런사람들이 많을거같아서 저게 부모인가 저게인간인가 하면서 봤어요 물론 자기자식 지킬려고 그런거지만 역시 대한민국은 돈으로 다해결하는구나 하면서 봤어요 화도 많이나고 저런애들도 똑같이 당해봐야 피해자 마음을 알거같다고 생각도 많이하고 역시 부모들은 다 똑같아 하면서 봤어요
범죄도시2,4,이번에도 경찰은 무능했고 마동석 혼자 무쌍 찍었다. 1편에 비해 전혀 바뀌지 않은 스토리.
범죄도시2,10,역시 재미있게 봤네요 개인적으로 1보다 덜 잔인해서 좋네요
"아치의 노래, 정태춘",10,정태춘님 너무 멋지십니다. 말로 부족합니다. 정말 감동! 완전 강강강강추!!!합니다.
범죄도시2,10,꿀잼 1보다 좋아요 최고
범죄도시2,10,와 진짜 이거는 ㄹㅈㄷ로 재밌음 두 번 더 보고싶은 영화임
범죄도시2,10,와 진짜 1편만큼 아니 더 재미있다고 자부할수 있습니다^^
범죄도시2,10,"코믹과 잔인함의 연속  너무 잼있음.. 지루할틈이 없었어요.범죄도시1은 좀더 어둡고, 스케일이 작았다면,  범죄도시2는 좀더 밝고, 스켈일 컸어요.범죄도시1은 9점 ,범죄도시2는 9.5점 드려요. 왜냐면 형제빌런이 너무 비중이 작아서 좀싱거웠어요..그리고 강빌런이 마지막에 버스액션씬은 좋은데 너무 오픈된곳에서 싸워서 긴박감이 좀 떨어졌어요."
닥터 스트레인지: 대혼돈의 멀티버스,1,재미디지게없움
신비한 동물들과 덤블도어의 비밀,5,덤블도어의 비밀은 게이
싱 스트리트,10,거를 게 없는 ost와 영상미. 아직도 싱스트리트 lp 구하기 힘들다지?
범죄도시2,10,1편안보고 2편봤는데 ㄹㅇ 존잼
범죄도시2,9,속편은 재미없다는 편견을 깨줌. 3편도 기대됨.
악인전,2,주인공 형사 허세연기 오글거려서 못보겠음
범죄도시2,10,너무 재미났어요 굿입니다 좋아요
범죄도시2,6,전작 만은 못하다!!!
사이버 지옥: N번방을 무너뜨려라,10,
범죄도시2,10,마동석이 장르다 댕재밌어 두 번 봐야지
범죄도시2,10,범죄도시 원보다는 아니겟지 라는 마음으로 갓는데 와우. 대박~~~~손석구. 연기력. 너무너무너무. 리얼.    이건 무조건 바야됨.  영화관 만석  동시에 다들 와우. ~~~|넘 잼나다능  원보단 2입니다.   다들  얼른 보는 걸로요
니 부모 얼굴이 보고 싶다,6,영화 보면서 화나서 눈물 날 뻔 했다
범죄도시2,10,마블리에의한마블리를위한
범죄도시2,10,간만에 재밌는 영화 봤어요 ㅠㅠ
범죄도시2,9,확실히 1보단 재미요소가 많아서엄청 웃었네요 ㅋㅋ
니 부모 얼굴이 보고 싶다,10,가슴 아프지만 현실은 더욱 잔인하기에...외면하지 말아야할 이야기
범죄도시2,10,"지루할 틈 없이 재밌게 봤네요, 악역도 연기 굳 마형사도 굳"
범죄도시2,10,액션 좋고 장첸은 진짜 순했네 ㅋㅋㅋ
범죄도시2,10,죽을거 같음 벨눌러ㅋㅋ
범죄도시2,10,영화로스트레스싹풀림
범죄도시2,10,보통 속편이 흥행하기 어려운데 1편보다 더 박진감 넘치고 잼있게봤음~ 특히 빌런이 1편보다 쎈 느낌이라 꿀잼 ㅋㅋ
범죄도시2,10,오랜만에 재밌는영화 팝콘먹으며봤어요다들연기잘하십니다 처음부터끝까지 재밌어요
바스터즈: 거친 녀석들,8,미친 긴장감 이라는 표현이 적당할거같다. 쿠엔틴 타란티노 영화에 맛들리면 이런 긴장감을 즐기게 된다
범죄도시2,10,
닥터 스트레인지: 대혼돈의 멀티버스,10,사랑하는 사람들을 모두 잃은 완다의 마지막 발악 같은 느낌이어서 슬펐음 ㅜㅜㅜ 이제 다른 마블 영화에 안나오는 건가 ㅠㅠ 멀티버스의 완다들은 행복했으면 하는 바램
범죄도시2,6,"딱6.5점짜리 영화. 전작보다 느슨한 긴장감, 홍보효과로 덕많이봣고 역시 조감독 출신이 메가폰을잡아서인지 아직은 어설프다. 연기자들의 노고는 인정하고 전작이 자연스런 흐름에서의 명대사들이 나온거라면 억지스런 웃음을 집어넣으려는 노력과 대사가 종종보임."
범죄도시2,9,오랜만에 웃으면서 봤습니다
범죄도시2,10,Usbㅋㅋㅋ코로나이후로 오랜만에 영화 제대로 재밌게 봤어요
시니어 이어,10,뭐야 이거 재밌잖아 ㅋㅋㅋ 시간 가는줄 모르고 봤음!!!
범죄도시2,10,대존잼 깨알개그며 스토리며 연기력이며 지림
최강 로맨스,10,재평가 시급 군더더기없고 불량남녀 다음으로 웃김 젤 뜬금없이 놀란건 요즘 꼬꼬무 장현성배우님 어제 찍은거같은 그대로의외모
범죄도시2,10,진짜 재밋음 무조건 보세요
범죄도시2,10,믿고 보는 마동석 진짜 개꿀잼 !!
빛과 철,10,배우들 연기가 정말 좋네요... 스토리는 우울한 느낌이라 보기 조금 힘들긴 했는데 작품은 좋았어요
범죄도시2,10,손석구는 악당이라도 멋있고 마동석은 그냥 너무 좋았음 다들 연기잘함 속시원함 근데 진짜 이게15세라뉘 ㅠ
중경삼림,10,몇 번을 봐도 좋은 영화다 누군가가 여름에 꾼 백일몽을 엿보는 느낌
닥터 스트레인지: 대혼돈의 멀티버스,1,밸런스 붕괴 너무 심한거 아님 해도해도 너무하네 지금 까지의 닥스는 어디가고 도망만 다님 완다는 뭐... 그냥 사기캐
사이버 지옥: N번방을 무너뜨려라,10,"보면볼수록 이거 진짜 나도 당할수도 있겠다 싶습니다. 그냥 운 나쁜 수준이 아니에요. 스마트폰을 가지고 있는 한, SNS가 깔려 있는 한 누구나 방심하면 안됩니다. 링크 같은거 함부로 누르지도 말고 경계 풀지도 말아야겠어요."
범죄도시2,10,
사이버 지옥: N번방을 무너뜨려라,10,수많은 관전자들이 아무렇지 않게 일상을 영위하고 있다는게 제일 소름입니다
범죄도시2,10,마동석이 마동석했다..
매디슨 카운티의 다리,10,어린시절 책으로 봤지만 영화로는 오늘 봤다.. 책에서 못느낀 감정의 폭풍을 체험했다..
범죄도시2,10,너무잼잇게봤어요 오랜만에영화관갔어요
범죄도시,10,
폭격,10,마지막 30분은 슬픔에서 헤어날 수 없는 30분이었고 마지막 엄마의 안도감은 인간이 표현할 수 있는 가장 최고의 연기가 아닌가 한다.아역 배우들의 연기 또한 어떻게 저렇게까지 표현할 수 있을까...그리고우크라이나 분들이 현재 얼마나 고통스러울지 이 영화를 통해 간접적으로 조금이나마 느낄 수 있었습니다.. 하루 빨리 우크라이나에 평화가 오길 바랍니다.
귀타귀,4,육중완 나옴
범죄도시2,10,1편보다 재미 액션 몇배가 더해져서 미쳤습니다. 그냥  보세요. 제발 진짜 재밌어요.구씨사랑해
버블,1,그냥 너무 ㄴ잼이라 보다 잠듬
범죄도시2,10,재밌다 연기도 좋고 억지스러운 것도 없고 다만 마동석이 너무너무너무 쌔다 ㅋㅋㅋㅋ
이상한 나라의 수학자,10,최근본 영화중 최고입네다.
범죄도시2,10,재밌음손석구 개잘생김 섹시함마동석 1이랑 똑같음1이 더 재밌지만 요즘같이 재밌는 영화가없는 시기에 나와서 재밌게 봄
범죄도시2,10,말이필요없다..봐라 두번봐라
블랙,10,10년전에 이 영화를 봤는데도 어제 본것처럼 생생하게 기억 될 정도로 몰입도가 좋았고 이제까지의 나를 뒤돌아 보게 만든다 또 보고 싶지만 어떻게 봐야 할지를 모르겠다
범죄도시2,10,
범죄도시2,10,아 사람을 이렇게 몰입하게 만드는게 바로 영화지~~~!! 너무 재밌고 배우들 명연기 장난아님!!
범죄도시2,10,너무 너무 재밌고 다들 꼭 보세요 안 보면 손해ㅠ마동석 체고
범죄도시2,10,진짜 영화보고 이렇게 행복해진거 오랜만...너무 재밌음
범죄도시2,10,재미있었다. 올해 한국 최고이지 않을까?
러브 & 드럭스,10,평점이 왜이렇게 낮아!! 이렇게 재밌는데!!!
범죄도시2,10,??
범죄도시2,10,ㅎ레전드 보면서 관객들도 웃고 재미었다!!!
닥터 스트레인지: 대혼돈의 멀티버스,7,"베네딕트 컴버배치, 엘리자베스 올슨 연기가 미쳤다"
닥터 스트레인지: 대혼돈의 멀티버스,10,여려뷴 마약은 금물입니다.
범죄도시2,10,완전재밌어여!범죄도시1보다 더 재밌는것같아여
암살,10,후회안함 추천!!!!
범죄도시2,10,범죄도시2 재밌게 봤어요
범죄도시2,10,구씨보러 갔다가마씨에게 반하고 왔네요원래 집중력이 많이 떨어져 어떤 영화를 보더라도 한시간 정도 지나면 집중 못하고 집에 가고 싶어하는 성향입니다그런데 이 영화는 끝나는 게 아쉬웠어요다 떠나서 시원하게 잘 만든 영화라는 생각입니다 1편은 잔인해서 별로 안 좋아했는데 2편은 좋았어요
범죄도시2,8,"미국에 마블이 있다면 한국에는 마동석이 있다. 그만큼 유머와 액션을 적절히 잘 썩어서 2시간 내내 웃었다. 1편에서 보여준 장첸의 카리스마보다는 못하지만 기대에 부흥하는 속편이 나왔고, 장이수는 진짜 ㅋㅋㅋㅋ"
범죄도시2,10,역시 마블리 시원통쾌하네요 재밌게 잘봤습니다~
범죄도시2,10,범죄도시1을 너무 재밌게 봤어서 기대하고 봤습니다 기대 이상이에요 연기력도 다들 너무 좋으시고..덕분에 두시간 가량 엄청 몰입하며 봤습니다 웃음 포인트도 더 많아진 거 같아요
범죄도시2,4,나만 다른 영화를 본건가..;손석구 연기는 인정
사이버 지옥: N번방을 무너뜨려라,10,
범죄도시2,10,초여름 오락 영화로 10점 만점 10점
